"Time
(UTC)","Altitude
(feet)"
2019-10-04 20:35:03,39300.0
2019-10-04 20:36:03,39300.0
2019-10-04 20:37:03,39300.0
2019-10-04 20:38:03,39300.0
2019-10-04 20:39:03,39300.0
2019-10-04 20:40:03,39300.0
2019-10-04 20:41:05,39300.0
2019-10-04 20:42:05,39300.0
2019-10-04 20:43:05,39300.0
2019-10-04 20:44:05,39300.0
2019-10-04 20:45:05,39300.0
2019-10-04 20:46:05,39300.0
2019-10-04 20:47:05,39300.0
2019-10-04 20:48:05,39300.0
2019-10-04 20:49:05,39300.0
2019-10-04 20:50:05,39300.0
2019-10-04 20:51:05,39300.0
2019-10-04 20:52:05,39300.0
2019-10-04 20:53:05,39300.0
2019-10-04 20:54:05,39300.0
2019-10-04 20:55:05,39300.0
2019-10-04 20:56:05,39300.0
2019-10-04 20:57:05,39300.0
2019-10-04 20:58:05,39300.0
2019-10-04 20:59:05,39300.0
2019-10-04 21:00:05,39300.0
2019-10-04 21:01:05,39300.0
2019-10-04 21:02:05,39300.0
2019-10-04 21:03:05,39300.0
2019-10-04 21:04:05,39300.0
2019-10-04 21:05:05,39300.0
2019-10-04 21:06:05,39300.0
2019-10-04 21:07:05,39300.0
2019-10-04 21:08:05,39300.0
2019-10-04 21:09:05,39300.0
2019-10-04 21:10:05,39300.0
2019-10-04 21:11:05,39300.0
2019-10-04 21:12:05,39300.0
2019-10-04 21:13:05,39300.0
2019-10-04 21:14:05,39300.0
2019-10-04 21:15:05,39300.0
2019-10-04 21:16:05,39300.0
2019-10-04 21:17:05,39300.0
2019-10-04 21:18:05,39300.0
2019-10-04 21:19:05,39300.0
2019-10-04 21:20:05,39300.0
2019-10-04 21:21:05,39300.0
2019-10-04 21:22:05,39300.0
2019-10-04 21:23:05,39300.0
2019-10-04 21:24:05,39300.0
2019-10-04 21:25:05,39300.0
2019-10-04 21:26:05,39300.0
2019-10-04 21:27:05,39300.0
2019-10-04 21:28:05,39300.0
2019-10-04 21:29:05,39300.0
2019-10-04 21:30:05,39300.0
2019-10-04 21:31:05,39300.0
2019-10-04 21:32:05,39300.0
2019-10-04 21:33:05,39300.0
2019-10-04 21:34:05,39300.0
2019-10-04 21:35:05,39300.0
2019-10-04 21:36:05,39300.0
2019-10-04 21:37:05,39300.0
2019-10-04 21:38:05,39300.0
2019-10-04 21:39:05,39300.0
2019-10-04 21:40:05,39300.0
2019-10-04 21:41:27,39300.0
2019-10-04 21:42:27,39300.0
2019-10-04 21:43:27,39300.0
2019-10-04 21:44:27,39300.0
2019-10-04 21:45:27,39300.0
2019-10-04 21:46:27,39300.0
2019-10-04 21:47:27,39300.0
2019-10-04 21:48:27,39300.0
2019-10-04 21:49:27,39300.0
2019-10-04 21:50:27,39300.0
2019-10-04 21:51:27,39300.0
2019-10-04 21:52:27,39300.0
2019-10-04 21:53:27,39300.0
2019-10-04 21:54:27,39300.0
2019-10-04 21:55:27,39300.0
2019-10-04 21:56:27,39300.0
2019-10-04 21:57:27,39300.0
2019-10-04 21:58:27,39300.0
2019-10-04 21:59:27,39300.0
2019-10-04 22:00:27,39300.0
2019-10-04 22:01:27,39300.0
2019-10-04 22:02:27,39300.0
2019-10-04 22:03:27,39300.0
2019-10-04 22:04:27,39300.0
2019-10-04 22:05:27,39300.0
2019-10-04 22:06:27,39300.0
2019-10-04 22:07:27,39300.0
2019-10-04 22:08:27,39300.0
2019-10-04 22:09:27,39300.0
2019-10-04 22:10:27,39300.0
2019-10-04 22:11:27,39300.0
2019-10-04 22:12:27,39300.0
2019-10-04 22:13:27,39300.0
2019-10-04 22:14:27,39300.0
2019-10-04 22:15:27,39300.0
2019-10-04 22:16:27,39300.0
2019-10-04 22:17:27,39300.0
2019-10-04 22:18:27,39300.0
2019-10-04 22:19:27,39300.0
2019-10-04 22:20:27,39300.0
2019-10-04 22:21:27,39300.0
2019-10-04 22:22:27,39300.0
2019-10-04 22:23:27,39300.0
2019-10-04 22:24:27,39300.0
2019-10-04 22:25:27,39300.0
2019-10-04 22:26:27,39300.0
2019-10-04 22:27:27,39300.0
2019-10-04 22:28:27,39300.0
2019-10-04 22:29:27,39300.0
2019-10-04 22:30:27,39300.0
2019-10-04 22:31:27,39300.0
2019-10-04 22:32:27,39300.0
2019-10-04 22:33:27,39300.0
2019-10-04 22:34:27,39300.0
2019-10-04 22:35:27,39300.0
2019-10-04 22:36:27,39300.0
2019-10-04 22:37:27,39300.0
2019-10-04 22:38:27,39300.0
2019-10-04 22:39:27,39300.0
2019-10-04 22:40:27,39300.0
2019-10-04 22:41:22,39300.0
2019-10-04 22:42:22,39300.0
2019-10-04 22:43:22,39300.0
2019-10-04 22:44:22,39300.0
2019-10-04 22:45:22,39300.0
2019-10-04 22:46:22,39300.0
2019-10-04 22:47:22,39300.0
2019-10-04 22:48:22,39300.0
2019-10-04 22:49:22,39300.0
2019-10-04 22:50:22,39300.0
2019-10-04 22:51:22,39300.0
2019-10-04 22:52:22,39300.0
2019-10-04 22:53:22,39300.0
2019-10-04 22:54:22,39300.0
2019-10-04 22:55:22,39300.0
2019-10-04 22:56:22,39300.0
2019-10-04 22:57:22,39300.0
2019-10-04 22:58:22,39300.0
2019-10-04 22:59:22,39300.0
2019-10-04 23:00:22,39300.0
2019-10-04 23:01:22,39300.0
2019-10-04 23:02:22,39300.0
2019-10-04 23:03:22,39300.0
2019-10-04 23:04:22,39300.0
2019-10-04 23:05:22,39300.0
2019-10-04 23:06:22,39300.0
2019-10-04 23:07:22,39300.0
2019-10-04 23:08:22,39300.0
2019-10-04 23:09:22,39300.0
2019-10-04 23:10:22,39300.0
2019-10-04 23:11:22,39300.0
2019-10-04 23:12:22,39300.0
2019-10-04 23:13:22,39300.0
2019-10-04 23:14:22,39300.0
2019-10-04 23:15:22,39300.0
2019-10-04 23:16:22,39300.0
2019-10-04 23:17:22,39300.0
2019-10-04 23:18:22,39300.0
2019-10-04 23:19:22,39300.0
2019-10-04 23:20:22,39300.0
2019-10-04 23:21:22,39300.0
2019-10-04 23:22:22,39300.0
2019-10-04 23:23:22,39300.0
2019-10-04 23:24:22,39300.0
2019-10-04 23:25:22,39300.0
2019-10-04 23:26:22,39300.0
2019-10-04 23:27:22,39300.0
2019-10-04 23:28:22,39300.0
2019-10-04 23:29:22,39300.0
2019-10-04 23:30:22,39300.0
2019-10-04 23:31:22,39300.0
2019-10-04 23:32:22,39300.0
2019-10-04 23:33:22,39300.0
2019-10-04 23:34:22,39300.0
2019-10-04 23:35:22,39300.0
2019-10-04 23:36:22,39300.0
2019-10-04 23:37:22,39300.0
2019-10-04 23:38:22,39300.0
2019-10-04 23:39:22,39300.0
2019-10-04 23:40:22,39300.0
2019-10-04 23:41:22,39300.0
2019-10-04 23:42:22,39300.0
2019-10-04 23:43:22,39300.0
2019-10-04 23:44:22,39300.0
2019-10-04 23:45:22,39300.0
2019-10-04 23:46:22,39300.0
2019-10-04 23:47:22,39300.0
2019-10-04 23:48:22,39300.0
2019-10-04 23:49:22,39300.0
2019-10-04 23:50:22,39300.0
2019-10-04 23:51:22,39300.0
2019-10-04 23:52:22,39300.0
2019-10-04 23:53:22,39300.0
2019-10-04 23:54:22,39300.0
2019-10-04 23:55:22,39300.0
2019-10-04 23:56:22,39300.0
2019-10-04 23:57:22,39300.0
2019-10-04 23:58:22,39300.0
2019-10-04 23:59:22,39300.0
2019-10-05 00:00:22,39300.0
2019-10-05 00:01:22,39300.0
2019-10-05 00:02:22,39300.0
2019-10-05 00:03:22,39300.0
2019-10-05 00:04:22,39300.0
2019-10-05 00:05:22,39300.0
2019-10-05 00:06:22,39300.0
2019-10-05 00:07:22,39300.0
2019-10-05 00:08:22,39300.0
2019-10-05 00:09:22,39300.0
2019-10-05 00:10:22,39300.0
2019-10-05 00:11:00,39300.0
2019-10-05 00:12:00,39300.0
2019-10-05 00:13:00,39300.0
2019-10-05 00:14:00,39300.0
2019-10-05 00:15:00,39300.0
2019-10-05 00:16:00,39300.0
2019-10-05 00:17:00,38700.0
2019-10-05 00:17:30,38400.0
2019-10-05 00:18:00,33400.0
2019-10-05 00:19:00,23400.0
2019-10-05 00:19:29,18566.6666666667
2019-10-05 00:19:37,17233.3333333333
